dataset,algorithm,fold,n_train,n_test,train_pos_rate,test_pos_rate,fit_seconds,roc_auc,pr_auc,brier,ece,precision_at_05,recall_at_05,f1_at_05,balanced_accuracy_at_05
portugal,GradientBoosting,1,107288,11921,0.3707683990753859,0.3707742639040349,136.77258390001953,0.9381656503114818,0.9085187818215259,0.0969077647899448,0.022378868681006726,0.8396063960639606,0.7721719457013575,0.8044784914555098,0.8426251009669299
portugal,GradientBoosting,2,107288,11921,0.3707683990753859,0.3707742639040349,115.78145790001145,0.9433435421280179,0.9165024781139364,0.09325435673662565,0.027188311716328687,0.8513513513513513,0.7696832579185521,0.8084600760456274,0.84524690825537
portugal,GradientBoosting,3,107288,11921,0.3707683990753859,0.3707742639040349,83.35857290000422,0.9401332160236855,0.911980859784649,0.09508875983746938,0.025037347039724198,0.8383641674780915,0.779185520361991,0.8076923076923077,0.8453319949496929
portugal,GradientBoosting,4,107288,11921,0.3707683990753859,0.3707742639040349,65.91081570001552,0.9389987971437896,0.9112219290761198,0.09550832830881387,0.02255701882042996,0.8394195888754534,0.7852941176470588,0.8114552893045003,0.8483862935922268
portugal,GradientBoosting,5,107288,11921,0.3707683990753859,0.3707742639040349,107.59345190000022,0.9399780783376697,0.9124174997604502,0.0954203307695569,0.022371444720026737,0.8471843215083106,0.7726244343891403,0.8081883800733641,0.8452510253534823
portugal,GradientBoosting,6,107288,11921,0.3707683990753859,0.3707742639040349,128.53890789998695,0.9417338774136299,0.9146122320127894,0.0942485540606658,0.026998881695812268,0.846628797233885,0.7755656108597285,0.80954067776597,0.8463883246939623
portugal,GradientBoosting,7,107288,11921,0.3707683990753859,0.3707742639040349,131.84265150001738,0.9382236667086923,0.9104089868739376,0.09657351063629828,0.021296793689541443,0.8386068187392691,0.7735294117647059,0.804754619277392,0.8429038873248274
portugal,GradientBoosting,8,107288,11921,0.3707683990753859,0.3707742639040349,59.841260899964254,0.9412309882060975,0.9142965337528354,0.09447382613590895,0.02787706904047839,0.8442100098135427,0.7785067873303168,0.8100282485875706,0.8469257040237772
portugal,GradientBoosting,9,107288,11921,0.3707683990753859,0.3707742639040349,52.411068800021894,0.9412093470493526,0.9128547197207725,0.09509273686829132,0.028297581863262745,0.8451404424558787,0.7692307692307693,0.8054009238422362,0.8430875883215572
portugal,GradientBoosting,10,107289,11920,0.3707742639040349,0.3707214765100671,83.13424099999247,0.9394461970960257,0.910567303394422,0.09570517534744657,0.01973021643235043,0.8385454545454546,0.7827562797012899,0.8096910112359551,0.8469840590614168
portugal,XGBoost,1,107288,11921,0.3707683990753859,0.3707742639040349,2.231860800005961,0.9341662288165498,0.9028318893384587,0.10570254921913147,0.060659155649280753,0.7624320515401651,0.856787330316742,0.8068605518269948,0.8497374859822612
portugal,XGBoost,2,107288,11921,0.3707683990753859,0.3707742639040349,1.9234810000052676,0.939907680484231,0.9114125560284071,0.10065877437591553,0.05580150952117224,0.7804677882642593,0.860633484162896,0.8185926404131698,0.8589929185912466
portugal,XGBoost,3,107288,11921,0.3707683990753859,0.3707742639040349,4.238240799983032,0.9372406756022273,0.9075510853233133,0.10276946425437927,0.05855890339204962,0.7688726978344465,0.859502262443439,0.8116654203610726,0.8536279476461962
portugal,XGBoost,4,107288,11921,0.3707683990753859,0.3707742639040349,10.03488260001177,0.9360989273828346,0.9068307158947654,0.10426399856805801,0.062240396025281614,0.7608695652173914,0.8631221719457014,0.8087767648929405,0.8516384089964475
portugal,XGBoost,5,107288,11921,0.3707683990753859,0.3707742639040349,5.606271299999207,0.9366593805592134,0.9075461020882751,0.10262937843799591,0.05282363069431462,0.7724747994239868,0.8495475113122172,0.8091800452537442,0.8510502521232464
portugal,XGBoost,6,107288,11921,0.3707683990753859,0.3707742639040349,4.337392900022678,0.9387746942941544,0.9101287521719397,0.1016751155257225,0.057081848136076294,0.7676056338028169,0.8631221719457014,0.8125665601703941,0.854571351270811
portugal,XGBoost,7,107288,11921,0.3707683990753859,0.3707742639040349,8.648565999988932,0.9350652793805472,0.9048384321665538,0.10459636896848679,0.05893260844301212,0.7622785829307569,0.856787330316742,0.8067746058798466,0.8496708282032983
portugal,XGBoost,8,107288,11921,0.3707683990753859,0.3707742639040349,3.8448722999892198,0.9385191476732213,0.9103207277081142,0.1028587818145752,0.06153175342918973,0.7661064425770309,0.866289592760181,0.8131238054788702,0.8552218527725715
portugal,XGBoost,9,107288,11921,0.3707683990753859,0.3707742639040349,1.8926705999765545,0.9381083879615447,0.9083141110934525,0.10236261785030365,0.05777814696979557,0.7699007494429816,0.8599547511312218,0.8124398845783906,0.8542541386638645
portugal,XGBoost,10,107289,11920,0.3707742639040349,0.3707214765100671,1.820660199970007,0.9368591089868714,0.9064040724053319,0.10330071300268173,0.058952141356898226,0.7691056910569106,0.8563023308440824,0.8103651354534747,0.8524279285202947
portugal,LightGBM,1,107288,11921,0.3707683990753859,0.3707742639040349,2.236578699958045,0.9458182498743758,0.9196551813613636,0.09072922328485732,0.015378071615502463,0.8441402497598463,0.7952488687782805,0.8189655172413793,0.8543635358422799
